platform_code,time,latitude,longitude,observation_depth,ztmp,zsal
,UTC,degrees_north,degrees_east,,Deg C,
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,661.4,3.5,34.17
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,663.4,3.5,34.18
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,665.4,3.49,34.18
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,667.3,3.49,34.18
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,669.3,3.49,34.18
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,671.3,3.49,34.18
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,673.3,3.49,34.18
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,675.2,3.49,34.18
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,677.2,3.49,34.18
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,679.2,3.48,34.18
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,681.2,3.48,34.18
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,683.1,3.47,34.18
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,685.1,3.46,34.19
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,687.1,3.46,34.19
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,689.1,3.46,34.19
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,691.0,3.45,34.19
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,693.0,3.45,34.19
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,695.0,3.45,34.19
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,697.0,3.44,34.2
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,698.9,3.44,34.2
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,700.9,3.43,34.2
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,702.9,3.43,34.2
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,704.9,3.43,34.2
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,706.8,3.42,34.2
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,708.8,3.42,34.21
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,710.8,3.41,34.21
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,712.8,3.41,34.21
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,714.7,3.4,34.21
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,716.7,3.39,34.22
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,718.7,3.39,34.22
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,720.7,3.38,34.22
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,722.7,3.38,34.22
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,724.6,3.37,34.22
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,726.6,3.36,34.23
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,728.6,3.36,34.23
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,730.6,3.36,34.23
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,732.5,3.35,34.23
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,734.5,3.35,34.23
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,736.5,3.34,34.23
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,738.5,3.34,34.23
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,740.4,3.34,34.23
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,742.4,3.34,34.23
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,744.4,3.34,34.23
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,746.4,3.34,34.23
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,748.3,3.34,34.24
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,750.3,3.33,34.24
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,752.3,3.32,34.24
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,754.3,3.32,34.24
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,756.2,3.32,34.24
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,758.2,3.32,34.24
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,760.2,3.32,34.24
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,762.2,3.32,34.24
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,764.1,3.32,34.24
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,766.1,3.31,34.24
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,768.1,3.31,34.24
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,770.1,3.31,34.24
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,772.0,3.31,34.24
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,774.0,3.31,34.25
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,776.0,3.31,34.25
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,778.0,3.3,34.25
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,779.9,3.3,34.25
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,781.9,3.3,34.25
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,783.9,3.3,34.25
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,785.9,3.29,34.25
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,787.8,3.29,34.25
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,789.8,3.29,34.25
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,791.8,3.29,34.25
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,793.8,3.29,34.25
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,795.7,3.28,34.25
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,797.7,3.28,34.25
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,799.7,3.28,34.25
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,801.7,3.27,34.26
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,803.6,3.26,34.26
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,805.6,3.26,34.26
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,807.6,3.25,34.26
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,809.6,3.25,34.26
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,811.5,3.25,34.26
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,813.5,3.25,34.26
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,815.5,3.25,34.26
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,817.5,3.25,34.26
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,819.4,3.25,34.26
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,821.4,3.25,34.26
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,823.4,3.25,34.26
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,825.4,3.24,34.27
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,827.3,3.24,34.27
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,829.3,3.24,34.27
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,831.3,3.24,34.27
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,833.3,3.24,34.27
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,835.2,3.23,34.27
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,837.2,3.22,34.27
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,839.2,3.22,34.27
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,841.2,3.22,34.27
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,843.1,3.22,34.27
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,845.1,3.21,34.28
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,847.1,3.21,34.28
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,849.1,3.2,34.28
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,851.0,3.2,34.28
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,853.0,3.2,34.28
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,855.0,3.19,34.28
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,856.9,3.19,34.28
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,858.9,3.19,34.28
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,860.9,3.19,34.28
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,862.9,3.18,34.28
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,864.8,3.18,34.28
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,866.8,3.18,34.28
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,868.8,3.18,34.28
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,870.8,3.18,34.28
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,872.7,3.17,34.29
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,874.7,3.17,34.29
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,876.7,3.16,34.29
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,878.7,3.15,34.29
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,880.6,3.15,34.29
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,882.6,3.15,34.29
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,884.6,3.14,34.29
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,886.6,3.13,34.3
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,888.5,3.12,34.3
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,890.5,3.12,34.3
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,892.5,3.11,34.3
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,894.5,3.11,34.3
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,896.4,3.11,34.3
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,898.4,3.11,34.3
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,900.4,3.11,34.31
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,902.4,3.11,34.31
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,904.3,3.1,34.31
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,906.3,3.1,34.31
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,908.3,3.1,34.31
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,910.2,3.09,34.31
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,912.2,3.09,34.31
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,914.2,3.09,34.31
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,916.2,3.09,34.31
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,918.1,3.08,34.31
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,920.1,3.07,34.32
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,922.1,3.06,34.32
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,924.1,3.06,34.32
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,926.0,3.05,34.32
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,928.0,3.05,34.32
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,930.0,3.05,34.32
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,932.0,3.04,34.32
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,933.9,3.04,34.32
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,935.9,3.04,34.33
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,937.9,3.04,34.33
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,939.9,3.03,34.33
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,941.8,3.03,34.33
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,943.8,3.02,34.33
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,945.8,3.02,34.33
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,947.7,3.01,34.33
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,949.7,3.02,34.33
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,951.7,3.01,34.33
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,953.7,3.0,34.33
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,955.6,3.0,34.34
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,957.6,3.0,34.34
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,959.6,2.99,34.34
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,961.6,2.99,34.34
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,963.5,2.99,34.34
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,965.5,2.98,34.34
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,967.5,2.98,34.34
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,969.5,2.98,34.34
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,971.4,2.98,34.34
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,973.4,2.98,34.34
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,975.4,2.98,34.34
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,977.3,2.98,34.34
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,979.3,2.98,34.34
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,981.3,2.97,34.34
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,983.3,2.97,34.34
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,985.2,2.96,34.35
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,987.2,2.96,34.35
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,989.2,2.96,34.35
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,991.2,2.95,34.35
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,993.1,2.95,34.35
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,995.1,2.95,34.35
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,997.1,2.95,34.35
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,999.0,2.94,34.35
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1001.0,2.94,34.35
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1003.0,2.94,34.35
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1005.0,2.93,34.35
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1006.9,2.93,34.35
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1008.9,2.93,34.35
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1010.9,2.93,34.36
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1012.9,2.93,34.36
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1014.8,2.93,34.36
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1016.8,2.93,34.36
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1018.8,2.93,34.36
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1020.8,2.92,34.36
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1022.7,2.92,34.36
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1024.7,2.91,34.36
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1026.7,2.91,34.36
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1028.6,2.91,34.36
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1030.6,2.9,34.36
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1032.6,2.9,34.36
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1034.6,2.9,34.36
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1036.5,2.9,34.36
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1038.5,2.9,34.36
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1040.5,2.89,34.36
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1042.5,2.89,34.36
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1044.4,2.89,34.36
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1046.4,2.89,34.37
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1048.4,2.89,34.37
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1050.3,2.89,34.37
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1052.3,2.88,34.37
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1054.3,2.88,34.37
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1056.3,2.88,34.37
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1058.2,2.87,34.37
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1060.2,2.87,34.37
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1062.2,2.86,34.37
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1064.1,2.86,34.37
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1066.1,2.86,34.37
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1068.1,2.86,34.37
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1070.1,2.85,34.37
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1072.0,2.85,34.37
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1074.0,2.84,34.38
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1076.0,2.84,34.38
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1078.0,2.84,34.38
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1079.9,2.83,34.38
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1081.9,2.83,34.38
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1083.9,2.83,34.38
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1085.8,2.83,34.38
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1087.8,2.82,34.38
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1089.8,2.81,34.38
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1091.8,2.8,34.39
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1093.7,2.8,34.39
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1095.7,2.8,34.39
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1097.7,2.8,34.39
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1099.6,2.79,34.39
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1101.6,2.79,34.39
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1103.6,2.78,34.39
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1105.6,2.78,34.39
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1107.5,2.77,34.39
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1109.5,2.77,34.39
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1111.5,2.77,34.39
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1113.5,2.77,34.39
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1115.4,2.77,34.39
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1117.4,2.77,34.39
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1119.4,2.76,34.39
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1121.3,2.76,34.4
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1123.3,2.76,34.4
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1125.3,2.76,34.4
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1127.3,2.76,34.4
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1129.2,2.75,34.4
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1131.2,2.75,34.4
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1133.2,2.75,34.4
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1135.1,2.75,34.4
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1137.1,2.75,34.4
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1139.1,2.74,34.4
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1141.1,2.74,34.4
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1143.0,2.74,34.4
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1145.0,2.74,34.4
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1147.0,2.73,34.4
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1148.9,2.73,34.4
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1150.9,2.73,34.4
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1152.9,2.73,34.4
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1154.9,2.72,34.4
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1156.8,2.72,34.4
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1158.8,2.72,34.4
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1160.8,2.72,34.4
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1162.7,2.72,34.41
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1164.7,2.72,34.41
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1166.7,2.71,34.41
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1168.7,2.71,34.41
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1170.6,2.71,34.41
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1172.6,2.71,34.41
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1174.6,2.7,34.41
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1176.5,2.7,34.41
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1178.5,2.7,34.41
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1180.5,2.7,34.41
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1182.5,2.7,34.41
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1184.4,2.69,34.41
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1186.4,2.69,34.41
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1188.4,2.68,34.41
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1190.3,2.67,34.42
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1192.3,2.66,34.42
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1194.3,2.66,34.42
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1196.3,2.65,34.42
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1198.2,2.65,34.42
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1200.2,2.64,34.42
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1202.2,2.64,34.42
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1204.1,2.64,34.42
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1206.1,2.63,34.43
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1208.1,2.63,34.43
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1210.1,2.63,34.43
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1212.0,2.62,34.43
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1214.0,2.62,34.43
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1216.0,2.62,34.43
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1217.9,2.62,34.43
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1219.9,2.62,34.43
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1221.9,2.61,34.43
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1223.8,2.61,34.43
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1225.8,2.61,34.43
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1227.8,2.6,34.43
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1229.8,2.6,34.43
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1231.7,2.59,34.43
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1233.7,2.59,34.43
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1235.7,2.59,34.43
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1237.6,2.59,34.43
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1239.6,2.58,34.44
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1241.6,2.58,34.44
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1243.6,2.58,34.44
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1245.5,2.58,34.44
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1247.5,2.58,34.44
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1249.5,2.57,34.44
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1251.4,2.57,34.44
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1253.4,2.57,34.44
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1255.4,2.57,34.44
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1257.3,2.56,34.44
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1259.3,2.56,34.44
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1261.3,2.55,34.44
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1263.3,2.55,34.44
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1265.2,2.54,34.45
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1267.2,2.54,34.45
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1269.2,2.54,34.45
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1271.1,2.53,34.45
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1273.1,2.53,34.45
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1275.1,2.53,34.45
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1277.1,2.53,34.45
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1279.0,2.52,34.45
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1281.0,2.52,34.45
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1283.0,2.52,34.45
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1284.9,2.52,34.45
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1286.9,2.51,34.45
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1288.9,2.51,34.45
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1290.8,2.51,34.45
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1292.8,2.5,34.45
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1294.8,2.5,34.45
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1296.8,2.5,34.45
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1298.7,2.5,34.46
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1300.7,2.5,34.46
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1302.7,2.49,34.46
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1304.6,2.49,34.46
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1306.6,2.48,34.46
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1308.6,2.48,34.46
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1310.5,2.48,34.46
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1312.5,2.48,34.46
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1314.5,2.48,34.46
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1316.5,2.47,34.46
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1318.4,2.47,34.46
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1320.4,2.47,34.46
4902936,2023-10-23T08:04:00Z,51.7564,159.0117,1322.4,2.47,34.46
